Date,Pascals,Meters,Celsius,X,Y,Z
21:40:10,100570,62,22,329,329,427
21:40:13,100567,63,22,329,329,428
21:40:16,100567,62,23,329,329,428
21:40:19,100570,63,23,329,329,427
21:40:22,100570,63,23,329,329,427
21:40:25,100567,63,23,329,329,427
21:40:28,100567,63,23,329,329,427
21:40:31,100568,63,23,329,329,427
21:40:34,100568,63,23,329,329,428
21:40:37,100566,63,23,329,329,428
21:40:40,100570,63,23,329,329,428
21:40:43,100571,63,23,329,329,428
21:40:46,100570,63,23,329,329,428
21:40:49,100563,62,23,329,329,428
21:40:52,100570,63,23,329,329,428
21:40:55,100569,63,23,329,329,427
21:40:58,100569,63,23,329,329,428
21:41:1,100568,62,23,329,329,427
21:41:4,100572,63,23,329,329,428
21:41:7,100572,62,23,329,329,427
21:41:10,100575,62,23,329,329,428
21:41:13,100575,62,23,329,329,427
21:41:16,100573,62,23,329,329,427
21:41:19,100574,62,23,329,329,427
21:41:22,100578,62,23,329,329,427
21:41:25,100576,62,23,329,329,427
21:41:28,100577,62,23,329,329,427
21:41:31,100574,62,23,329,329,427
21:41:34,100575,62,23,329,329,427
21:41:37,100576,62,23,329,329,427
21:41:40,100573,62,23,329,329,427
21:41:43,100575,62,23,329,329,427
21:41:46,100576,62,23,329,329,427
21:41:49,100578,62,23,329,329,427
21:41:52,100575,62,23,329,329,428
21:41:55,100576,62,23,329,329,427
21:41:58,100575,62,23,329,329,427
21:42:1,100579,62,23,329,329,427
21:42:4,100577,62,23,329,329,427
21:42:7,100577,62,23,329,329,427
21:42:10,100579,62,23,329,329,427
21:42:13,100577,62,23,329,329,427
21:42:16,100576,62,23,329,329,427
21:42:19,100577,62,23,329,329,427
21:42:22,100575,62,23,329,329,428
21:42:25,100574,62,23,329,329,427
21:42:28,100574,62,23,329,329,427
21:42:31,100577,62,23,329,329,427
21:42:34,100577,62,23,329,329,427
21:42:37,100578,62,23,329,329,427
21:42:40,100577,62,23,329,329,427
21:42:43,100577,62,23,329,329,427
21:42:46,100574,62,23,329,329,427
21:42:49,100575,62,23,329,329,427
21:42:52,100576,62,23,329,329,427
21:42:54,100575,62,23,329,329,427
21:42:57,100577,62,23,329,329,427
21:43:0,100575,62,23,329,329,427
21:43:3,100572,62,23,329,329,428
21:43:6,100578,62,23,329,329,427
21:43:9,100574,62,23,329,329,427
21:43:12,100573,62,23,329,329,427
21:43:15,100574,62,23,329,329,427
21:43:18,100574,62,23,329,329,427
21:43:21,100575,62,23,329,329,428
21:43:24,100575,62,23,329,329,427
21:43:27,100571,62,23,329,329,427
21:43:30,100575,62,23,329,329,427
21:43:33,100574,62,23,329,329,427
21:43:36,100575,62,23,329,329,428
21:43:39,100574,62,23,329,329,427
21:43:42,100575,62,23,329,329,428
21:43:45,100573,62,23,329,329,427
21:43:48,100572,62,23,329,329,427
21:43:51,100573,62,23,329,329,427
21:43:54,100571,62,23,329,329,427
21:43:57,100572,63,23,329,329,427
21:44:0,100573,62,23,329,329,427
21:44:3,100572,62,23,329,329,427
21:44:6,100570,62,23,329,329,427
21:44:9,100575,62,23,329,329,427
21:44:12,100574,63,23,329,329,427
21:44:15,100575,62,23,329,329,427
21:44:18,100573,62,23,329,329,427
21:44:21,100572,63,23,329,329,427
21:44:24,100572,63,23,329,329,427
21:44:27,100571,63,23,329,329,427
21:44:30,100573,62,23,329,329,427
21:44:33,100572,62,23,329,329,427
21:44:36,100570,62,23,329,329,427
21:44:39,100574,62,23,329,329,427
21:44:42,100571,62,23,329,329,427
21:44:45,100574,62,23,329,329,427
21:44:48,100575,62,23,329,329,427
21:44:51,100572,62,23,329,329,427
21:44:54,100572,63,23,329,329,427
21:44:57,100571,63,23,329,329,427
21:45:0,100573,62,23,329,329,427
21:45:3,100573,62,23,329,329,427
21:45:6,100571,62,23,329,329,427
21:45:9,100576,62,23,329,329,427
21:45:12,100574,63,23,329,329,427
21:45:15,100574,63,23,329,329,427
21:45:18,100573,62,23,329,329,427
21:45:21,100573,62,23,329,329,427
21:45:24,100571,63,23,329,329,428
21:45:27,100574,62,23,329,329,427
21:45:30,100573,62,23,329,329,427
21:45:33,100571,62,23,329,329,427
21:45:36,100571,62,23,329,329,428
21:45:39,100572,62,23,329,329,427
21:45:42,100573,63,23,329,329,428
21:45:45,100571,62,23,329,329,427
21:45:47,100570,62,23,329,329,427
21:45:50,100569,62,23,329,329,427
21:45:53,100571,63,23,329,329,427
21:45:56,100569,63,23,329,329,427
21:45:59,100566,63,23,329,329,427
21:46:2,100571,63,23,329,329,427
21:46:5,100569,63,23,329,329,427
21:46:8,100570,62,23,329,329,427
21:46:11,100568,62,23,329,329,427
21:46:14,100574,62,23,329,329,427
21:46:17,100572,63,23,329,329,427
21:46:20,100570,63,23,329,329,427
21:46:23,100571,63,23,329,329,427
21:46:26,100574,62,23,329,329,428
21:46:29,100571,62,23,329,329,427
21:46:32,100567,62,23,329,329,427
21:46:35,100571,63,23,329,329,427
21:46:38,100570,63,23,329,329,427
21:46:41,100572,62,23,329,329,427
21:46:44,100571,62,23,329,329,427
21:46:47,100568,63,23,329,329,428
21:46:50,100571,63,23,329,329,427
21:46:53,100567,62,23,329,329,427
21:46:56,100572,62,23,329,329,427
21:46:59,100573,62,23,329,329,427
21:47:2,100573,63,23,329,329,427
21:47:5,100571,62,23,329,329,427
21:47:8,100570,62,23,329,329,427
21:47:11,100573,63,23,329,329,427
21:47:14,100574,63,23,329,329,427
21:47:17,100570,62,23,329,329,427
21:47:20,100571,62,23,329,329,427
21:47:23,100574,62,23,329,329,427
21:47:26,100574,62,23,329,329,428
21:47:29,100570,62,23,329,329,427
21:47:32,100574,62,23,329,329,427
21:47:35,100572,62,23,329,329,428
21:47:38,100570,63,23,329,329,428
21:47:41,100574,63,23,329,329,427
21:47:44,100571,63,23,329,329,427
21:47:47,100570,63,23,329,329,427
21:47:50,100571,63,23,329,329,427
21:47:53,100567,63,23,329,329,428
21:47:56,100573,62,23,329,329,427
21:47:59,100571,62,23,329,329,427
21:48:2,100571,62,23,329,329,427
21:48:5,100577,63,23,329,329,427
21:48:8,100573,62,23,329,329,427
21:48:11,100570,62,23,329,329,428
21:48:14,100573,62,23,329,329,427
21:48:17,100573,62,23,329,329,427
21:48:20,100572,63,23,329,329,427
21:48:23,100571,63,23,329,329,427
21:48:26,100571,63,23,329,329,428
21:48:29,100572,63,23,329,329,427
21:48:32,100572,62,23,329,329,427
21:48:35,100574,62,23,329,329,427
21:48:37,100571,62,23,329,329,427
21:48:40,100569,62,23,329,329,427
21:48:43,100574,63,23,329,329,427
21:48:46,100573,62,23,329,328,427
21:48:49,100571,62,23,329,328,427
21:48:52,100571,63,23,329,328,427
21:48:55,100568,63,23,329,328,428
21:48:58,100573,62,23,329,328,427
21:49:1,100572,63,23,329,328,427
21:49:4,100571,62,23,329,328,427
21:49:7,100572,62,23,329,328,427
21:49:10,100574,62,23,329,328,427
21:49:13,100575,63,23,329,328,427
21:49:16,100572,63,23,329,328,427
21:49:19,100573,63,23,329,328,427
21:49:22,100573,62,23,329,328,428
21:49:25,100574,63,23,329,328,427
21:49:28,100573,62,23,329,328,427
21:49:31,100574,62,23,329,328,427
21:49:34,100572,62,23,328,328,428
21:49:37,100569,62,23,329,328,427
21:49:40,100570,62,23,329,328,428
21:49:43,100576,62,23,328,328,427
21:49:46,100575,62,23,329,328,427
21:49:49,100571,62,23,329,328,427
21:49:52,100573,62,23,329,328,427
21:49:55,100574,63,23,328,328,427
21:49:58,100574,62,23,328,328,427
21:50:1,100576,62,23,329,328,427
21:50:4,100575,62,23,329,328,427
21:50:7,100572,62,23,329,328,427
21:50:10,100574,62,23,329,328,427
21:50:13,100574,63,23,328,328,428
21:50:16,100575,62,23,328,328,427
21:50:19,100575,62,23,329,328,427
21:50:22,100577,62,23,328,328,427
21:50:25,100573,63,23,329,328,428
21:50:28,100572,62,23,329,328,427
21:50:31,100575,62,23,329,328,427
21:50:34,100574,63,23,329,328,427
21:50:37,100575,62,23,329,328,427
21:50:40,100576,62,23,329,328,428
21:50:43,100576,62,23,329,328,427
21:50:46,100575,62,23,328,328,427
21:50:49,100575,62,23,329,328,427
21:50:52,100574,62,23,328,328,427
21:50:55,100577,62,23,329,328,427
21:50:58,100574,62,23,329,328,427
21:51:1,100574,62,23,329,328,427
21:51:4,100577,62,23,329,328,427
21:51:7,100576,62,23,329,328,427
21:51:10,100574,62,23,328,328,427
21:51:13,100575,62,23,328,328,427
21:51:16,100577,62,23,329,328,427
21:51:19,100576,62,23,328,328,427
21:51:22,100578,62,23,328,328,427
21:51:25,100577,62,23,329,327,427
21:51:28,100578,62,23,329,328,427
21:51:30,100575,62,23,329,328,427
21:51:33,100576,62,23,328,328,427
21:51:36,100579,62,23,329,328,427
21:51:39,100577,63,23,329,328,427
21:51:42,100580,62,23,329,328,427
21:51:45,100581,62,23,328,328,427
21:51:48,100580,62,23,328,328,427
21:51:51,100582,62,23,328,328,427
21:51:54,100579,62,23,329,328,427
21:51:57,100578,62,23,329,328,427
21:52:0,100584,62,23,328,328,427
21:52:3,100577,62,23,328,328,427
21:52:6,100579,62,23,329,328,427
21:52:9,100579,62,23,328,328,427
21:52:12,100577,62,23,329,328,427
21:52:15,100579,62,23,328,328,427
21:52:18,100580,62,23,329,328,427
21:52:21,100581,62,23,328,328,427
21:52:24,100577,62,23,328,328,427
21:52:27,100579,62,23,329,328,427
21:52:30,100582,62,23,329,328,427
21:52:33,100582,62,23,328,328,427
21:52:36,100584,62,23,329,328,427
21:52:39,100576,62,23,329,328,427
21:52:42,100584,62,23,329,328,427
21:52:45,100581,62,23,328,328,427
21:52:48,100581,62,23,328,328,427
21:52:51,100581,61,23,328,328,427
21:52:54,100585,62,23,329,328,427
21:52:57,100583,61,23,328,328,427
21:53:0,100582,62,23,328,328,427
21:53:3,100583,62,23,329,328,427
21:53:6,100583,62,23,329,328,427
21:53:9,100585,61,23,328,328,427
21:53:12,100584,61,23,329,328,427
21:53:15,100582,61,23,329,328,427
21:53:18,100585,61,23,328,328,427
21:53:21,100588,61,23,328,328,427
21:53:24,100584,61,23,329,328,427
21:53:27,100588,61,23,328,328,427
21:53:30,100589,61,23,328,328,427
21:53:33,100588,61,23,328,328,427
21:53:36,100589,61,23,329,328,427
21:53:39,100590,61,23,328,328,427
21:53:42,100589,61,23,329,328,427
21:53:45,100586,61,23,328,328,427
21:53:48,100590,61,23,329,328,427
21:53:51,100590,61,23,328,328,427
21:53:54,100587,61,23,328,328,427
21:53:57,100588,61,23,329,328,427
21:54:0,100589,61,23,328,328,427
21:54:3,100589,60,23,328,328,427
21:54:6,100591,61,23,328,328,427
21:54:9,100593,61,23,329,328,427
21:54:12,100593,61,23,328,328,427
21:54:15,100592,61,23,328,328,427
21:54:18,100595,61,23,328,328,427
21:54:20,100592,61,23,328,328,427
21:54:23,100596,61,23,329,328,427
21:54:26,100596,61,23,329,328,427
21:54:29,100591,61,23,329,328,427
21:54:32,100597,60,23,329,328,427
21:54:35,100590,61,23,329,328,427
21:54:38,100597,60,23,328,328,427
21:54:41,100595,60,23,329,328,427
21:54:44,100595,60,23,329,328,427
21:54:47,100597,60,23,328,328,427
21:54:50,100595,61,23,328,328,427
21:54:53,100597,60,23,328,328,427
21:54:56,100596,60,23,328,328,427
21:54:59,100593,60,23,328,328,427
21:55:2,100597,60,23,329,328,427
21:55:5,100595,60,23,328,328,427
21:55:8,100593,61,23,328,328,427
21:55:11,100596,61,23,329,328,427
21:55:14,100594,60,23,328,328,427
21:55:17,100596,60,23,328,328,427
21:55:20,100595,60,23,329,328,427
21:55:23,100596,61,23,328,328,427
21:55:26,100591,61,23,328,328,427
21:55:29,100594,61,23,328,328,427
21:55:32,100591,61,23,328,328,427
21:55:35,100592,61,23,328,328,427
21:55:38,100593,61,23,328,328,427
21:55:41,100593,61,23,329,328,427
21:55:44,100593,61,23,328,328,427
21:55:47,100590,61,23,328,328,427
21:55:50,100592,61,23,328,328,427
21:55:53,100596,61,23,329,328,427
21:55:56,100589,61,23,328,328,427
21:55:59,100590,61,24,329,328,427
21:56:2,100590,61,23,328,328,427
21:56:5,100590,61,24,328,328,427
21:56:8,100590,61,24,328,328,427
21:56:11,100588,61,24,328,328,427
21:56:14,100589,61,24,329,328,427
21:56:17,100588,61,24,328,328,427
21:56:20,100590,61,24,328,328,427
21:56:23,100588,61,24,328,328,427
21:56:26,100585,61,24,328,328,427
21:56:29,100590,61,24,329,328,427
21:56:32,100586,61,24,328,328,427
21:56:35,100588,61,24,329,328,427
21:56:38,100589,61,24,329,328,427
21:56:41,100590,61,24,328,328,427
21:56:44,100589,61,24,328,328,427
21:56:47,100590,61,24,328,328,427
21:56:50,100590,61,24,328,328,427
21:56:53,100590,61,24,328,328,427
21:56:56,100595,61,24,328,328,427
21:56:59,100595,61,24,329,328,427
21:57:2,100591,61,24,328,328,427
21:57:5,100593,61,24,328,328,427
21:57:7,100593,61,24,328,328,427
21:57:10,100589,61,24,329,328,427
21:57:13,100593,61,24,328,328,427
21:57:16,100592,61,24,329,328,427
21:57:19,100592,61,24,328,328,427
21:57:22,100592,61,24,328,328,427
21:57:25,100591,61,24,329,328,427
21:57:28,100593,61,24,328,328,427
21:57:31,100593,61,24,328,328,427
21:57:34,100595,61,24,328,328,427
21:57:37,100594,60,24,328,328,427
21:57:40,100594,61,24,328,328,427
21:57:43,100594,61,24,328,328,427
21:57:46,100593,61,24,328,328,427
21:57:49,100592,61,24,328,328,427
21:57:52,100594,61,24,328,328,427
21:57:55,100594,60,24,328,328,427
21:57:58,100598,61,24,328,328,427
21:58:1,100595,60,24,328,328,427
21:58:4,100596,60,24,329,328,427
21:58:7,100597,60,24,328,328,427
21:58:10,100597,60,24,329,328,427
21:58:13,100597,60,24,329,327,427
21:58:16,100595,60,24,329,328,427
21:58:19,100598,60,24,328,328,427
21:58:22,100598,61,24,328,328,427
21:58:25,100598,60,24,328,328,427
21:58:28,100597,60,24,328,328,427
21:58:31,100597,60,24,328,328,427
21:58:34,100596,60,24,328,328,427
21:58:37,100600,60,24,329,328,427
21:58:40,100596,60,24,328,328,427
21:58:43,100598,60,24,329,328,427
21:58:46,100596,60,24,328,328,427
21:58:49,100599,61,24,328,328,427
21:58:52,100600,60,24,328,328,427
21:58:55,100598,60,24,328,328,427
21:58:58,100600,60,24,328,328,427
21:59:1,100598,60,24,328,328,427
21:59:4,100601,60,24,328,328,427
21:59:7,100599,60,24,328,328,427
21:59:10,100600,60,24,328,328,427
21:59:13,100600,60,24,329,328,427
21:59:16,100602,60,24,329,328,427
21:59:19,100601,60,24,329,328,427
21:59:22,100597,60,24,328,328,427
21:59:25,100602,60,24,329,328,427
21:59:28,100601,60,24,328,328,427
21:59:31,100601,60,24,328,328,427
21:59:34,100603,60,24,328,328,427
21:59:37,100601,60,24,328,328,427
21:59:40,100601,60,24,328,328,427
21:59:43,100602,60,24,328,328,427
21:59:46,100601,60,24,328,328,427
21:59:49,100602,60,24,328,328,427
21:59:51,100602,60,24,328,328,427
21:59:54,100603,60,24,328,328,427
21:59:57,100602,60,24,329,328,427
22:0:0,100599,60,24,328,328,427
22:0:3,100601,60,24,328,328,427
22:0:6,100602,60,24,328,328,427
22:0:9,100605,60,24,328,328,427
22:0:12,100604,60,24,328,328,427
22:0:15,100600,60,24,328,328,427
22:0:18,100603,60,24,328,328,427
22:0:21,100601,60,24,328,328,427
22:0:24,100602,60,24,329,328,427
22:0:27,100600,60,24,328,328,427
22:0:30,100601,60,24,328,328,427
22:0:33,100601,60,24,328,328,427
22:0:36,100604,60,24,328,328,427
22:0:39,100599,60,24,328,328,427
22:0:42,100604,60,24,328,328,427
22:0:45,100602,60,24,329,328,427
22:0:48,100605,60,24,328,328,427
22:0:51,100601,60,24,329,328,427
22:0:54,100605,60,24,329,328,427
22:0:57,100604,60,24,329,328,427
22:1:0,100605,60,24,328,328,427
22:1:3,100604,60,24,329,328,427
22:1:6,100602,60,24,328,328,427
22:1:9,100601,60,24,328,328,427
22:1:12,100607,60,24,328,328,427
22:1:15,100603,60,24,328,328,427
22:1:18,100605,60,24,328,328,427
22:1:21,100607,60,24,328,328,427
22:1:24,100606,60,24,328,328,427
22:1:27,100603,60,24,329,328,427
22:1:30,100604,60,24,328,327,427
22:1:33,100605,60,24,328,328,427
22:1:36,100606,59,24,328,328,427
22:1:39,100606,60,24,329,328,427
22:1:42,100607,60,24,328,328,427
22:1:45,100606,60,24,328,328,427
22:1:48,100605,60,24,328,328,427
22:1:51,100608,60,24,328,328,427
22:1:54,100607,60,24,328,328,427
22:1:57,100606,60,24,328,328,427
22:2:0,100605,60,24,328,328,427
22:2:3,100608,60,24,328,328,427
22:2:6,100607,60,24,329,328,427
22:2:9,100608,60,24,328,328,427
22:2:12,100609,60,24,329,328,427
22:2:15,100606,60,24,328,328,427
22:2:18,100609,60,24,328,328,427
22:2:21,100607,60,24,329,328,427
22:2:24,100608,60,24,329,327,427
22:2:27,100602,59,24,328,328,427
22:2:30,100608,60,24,328,327,427
22:2:32,100607,60,24,328,328,427
22:2:35,100611,59,24,328,328,427
22:2:38,100609,60,24,328,328,427
22:2:41,100612,60,24,328,328,427
22:2:44,100607,59,24,328,328,427
22:2:47,100606,59,24,328,328,427
22:2:50,100606,59,24,328,328,427
22:2:53,100609,59,24,328,328,427
22:2:56,100610,59,24,328,328,427
22:2:59,100606,59,24,328,328,427
22:3:2,100607,59,24,328,328,427
22:3:5,100609,59,24,329,328,427
22:3:8,100610,59,24,328,328,427
22:3:11,100611,59,24,328,328,427
22:3:14,100611,59,24,328,328,427
22:3:17,100608,59,24,328,328,427
22:3:20,100608,59,24,328,328,427
22:3:23,100609,59,24,328,328,427
22:3:26,100608,59,24,329,328,427
22:3:29,100610,59,24,328,328,427
22:3:32,100611,59,24,329,328,427
22:3:35,100608,59,24,328,328,427
22:3:38,100611,60,24,329,328,427
22:3:41,100611,59,24,328,327,427
22:3:44,100607,59,24,328,328,427
22:3:47,100611,59,24,328,328,427
22:3:50,100611,59,24,329,328,427
